ID,CITY,PRICE_USD,BEDROOMS,BATHROOMS,PARKING_SPOTS,CONSTRUCTION_AREA_SQM,LATITUDE,LONGITUDE,LINK
96dd589a-1655-4733-a267-ffdd5700901e,Quito,350000,4,4,2,493.0,-0.164598757116529,-78.48877085075682,https://www.plusvalia.com/propiedades/clasificado/veclcapa-casa-terreno-en-venta-o-aporte-para-proyecto-146814943.html?n_src=Listado&n_pg=174&n_pos=16
df92242b-9b4f-412f-9893-c09791187651,Quito,180000,3,3,2,235.0,-0.2061472,-78.39760439999998,https://www.plusvalia.com/propiedades/clasificado/veclcain-oportunidad!-vendo-hermosa-casa-tumbaco-146823034.html?n_src=Listado&n_pg=174&n_pos=17
f050783f-76bf-4f04-965c-73f0ad20353f,Quito,210000,4,4,3,503.0,-0.1054104,-78.5133372,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-de-venta-de-oportunidad-cerca-al-condado-shopping-146826832.html?n_src=Listado&n_pg=174&n_pos=18
c1bc7855-4991-4d72-92df-736540166d50,Quito,620000,4,5,4,600.0,-0.1902715,-78.4268017,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-con-jardin-en-cumbaya-por-el-reservorio-en-renta-146786667.html?n_src=Listado&n_pg=174&n_pos=21
005fca2d-d500-4444-a8da-b308fd966c0f,Quito,1285000,5,5,6,1530.0,-0.198337099999999,-78.417284,https://www.plusvalia.com/propiedades/clasificado/veclcain-venta-espectacular-casa-de-5-dorm.-en-urbanizacion-146766093.html?n_src=Listado&n_pg=174&n_pos=22
d5d228b7-1d65-4349-903c-499fbe0d185f,Quito,420000,4,6,3,658.0,-0.213324154919641,-78.40629438073815,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-la-vina-piscina-privada-hidromasaje-y-turco.-4-146869005.html?n_src=Listado&n_pg=174&n_pos=23
1a925edb-5aa2-4090-aa25-38ceb4dc9f0f,Quito,2350000,5,6,4,2220.0,-0.166807299999999,-78.3782921,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-en-puembo-146875183.html?n_src=Listado&n_pg=174&n_pos=24
2f287a4c-4718-45fe-a62a-f3d2a0e15a04,Quito,460000,3,4,2,663.0,-0.197271499999999,-78.44415409999999,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-de-lujo-en-cumbaya-no-adosada-con-estudio-y-146798528.html?n_src=Listado&n_pg=174&n_pos=26
82dee4fc-d56d-467c-b49d-ca9d4d0d9a08,Quito,195000,3,3,2,231.0,-0.206470647302009,-78.39768744888684,https://www.plusvalia.com/propiedades/clasificado/veclcain-venta-santa-rosa-tumbaco-casas-para-estrenar-en-146802776.html?n_src=Listado&n_pg=174&n_pos=27
1387baf8-7985-4453-851a-f1b1b6a708f1,Quito,590000,5,4,3,302.0,-0.206989499999999,-78.4289169,https://www.plusvalia.com/propiedades/clasificado/veclcain-2-casas-de-venta-juntas-en-propiedad-horizontal-en-146805305.html?n_src=Listado&n_pg=174&n_pos=28
3667db5f-a0b9-47f3-95db-7f0adbd24fdc,Quito,414987,3,3,4,606.0,-0.2209337,-78.3838378,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-de-venta-ubicada-dentro-de-urbanizacion-en-puembo-146806415.html?n_src=Listado&n_pg=174&n_pos=29
79f9c6a0-5e60-406c-8610-cef92d17693b,Quito,299000,3,3,2,364.0,-0.1873842,-78.364977,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-por-estrenar-en-puembo.-urbanizacion-con-parque-147950200.html?n_src=Listado&n_pg=174&n_pos=30
45271277-6688-462f-857d-c876d3972ac7,Quito,200000,4,4,2,564.0,-0.145827499999999,-78.4980004,https://www.plusvalia.com/propiedades/clasificado/veclcain-casa-en-la-concepcion-en-venta-147987626.html?n_src=Listado&n_pg=175&n_pos=2
